"status","http_status","title","url","final_url","directory","content_scope","filtered_blocks","image_count","failed_images","error"
"ok","200","Discovaz access denied","https://www.discovaz.com/dsr?q=allgemeine%20informationen%20von%20custom%20build%20software&arq=&pub=vps_scraper&rac=allgemeine+informationen+von+custom+build+software+beginnen+sie+uber+benutzerdefinierte+build+software+zu+lernen+benutzerdefinierte+build+software&asid=a1_ch8119&terms=&locale=de_DE&ad_id=0","https://www.discovaz.com/dsr?q=allgemeine%20informationen%20von%20custom%20build%20software&arq=&pub=vps_scraper&rac=allgemeine+informationen+von+custom+build+software+beginnen+sie+uber+benutzerdefinierte+build+software+zu+lernen+benutzerdefinierte+build+software&asid=a1_ch8119&terms=&locale=de_DE&ad_id=0","C:\Users\Administrator\_projects\tool_scrape_web_page\scraped_output\www.discovaz.com\a0c6ff7392c4","document-fallback","0","1","0",
"ok","200","Discovaz access denied","https://www.discovaz.com/dsr?q=allgemeine%20informationen%20von%20custom%20build%20software&arq=benutzerdefinierte+build+software&pub=vps_scraper&rac=allgemeine+informationen+von+custom+build+software+beginnen+sie+uber+benutzerdefinierte+build+software+zu+lernen+benutzerdefinierte+build+software&asid=a1_ch8122&terms=&locale=de_DE&ad_id=0","https://www.discovaz.com/dsr?q=allgemeine%20informationen%20von%20custom%20build%20software&arq=benutzerdefinierte+build+software&pub=vps_scraper&rac=allgemeine+informationen+von+custom+build+software+beginnen+sie+uber+benutzerdefinierte+build+software+zu+lernen+benutzerdefinierte+build+software&asid=a1_ch8122&terms=&locale=de_DE&ad_id=0","C:\Users\Administrator\_projects\tool_scrape_web_page\scraped_output\www.discovaz.com\0bc9fbdc269b","document-fallback","0","1","0",
"ok","200","Discovaz access denied","https://www.discovaz.com/dsr?q=allgemeines%20wissen%20uber%20das%20verpackungsunternehmen&arq=das+verpackungsunternehmen&pub=vps_scraper&rac=allgemeines+wissen+uber+das+verpackungsunternehmen+allgemeines+wissen+uber+das+verpackungsunternehmen+das+verpackungsunternehmen&asid=a1_ch7102&terms=&locale=de_DE&ad_id=0","https://www.discovaz.com/dsr?q=allgemeines%20wissen%20uber%20das%20verpackungsunternehmen&arq=das+verpackungsunternehmen&pub=vps_scraper&rac=allgemeines+wissen+uber+das+verpackungsunternehmen+allgemeines+wissen+uber+das+verpackungsunternehmen+das+verpackungsunternehmen&asid=a1_ch7102&terms=&locale=de_DE&ad_id=0","C:\Users\Administrator\_projects\tool_scrape_web_page\scraped_output\www.discovaz.com\184fcf7a5068","document-fallback","0","1","0",
"ok","200","Allgemeines Wissen über die Flughafenarbeit: Ein Blick hinter die Kulissen - Discovaz","https://www.discovaz.com/dsr?q=allgemeines%20wissen%20uber%20die%20flughafenarbeit&arq=flughafenbetrieb&pub=vps_scraper&rac=allgemeines+wissen+uber+die+flughafenarbeit+flughafenbetrieb&asid=a1_ch8111&terms=flughafenbetrieb&locale=de_DE&ad_id=0","https://www.discovaz.com/dsr?q=allgemeines%20wissen%20uber%20die%20flughafenarbeit&arq=flughafenbetrieb&pub=vps_scraper&rac=allgemeines+wissen+uber+die+flughafenarbeit+flughafenbetrieb&asid=a1_ch8111&terms=flughafenbetrieb&locale=de_DE&ad_id=0","C:\Users\Administrator\_projects\tool_scrape_web_page\scraped_output\www.discovaz.com\9a76e13b6723","body","3","2","0",
"ok","200","Allgemeines Wissen von KI Automatisierung: Wie intelligente Systeme unseren Alltag 2026 verändern - Discovaz","https://www.discovaz.com/dsr?q=allgemeines%20wissen%20von%20ki%20automatisierung&arq=ki+automatisierung&pub=vps_scraper&rac=allgemeines+wissen+von+ki+automatisierung+beginnen+sie+mehr+uber+ki+automatisierung+zu+lernen+ki+automatisierung&asid=a1_ch8819&terms=&locale=de_DE&ad_id=0","https://www.discovaz.com/dsr?q=allgemeines%20wissen%20von%20ki%20automatisierung&arq=ki+automatisierung&pub=vps_scraper&rac=allgemeines+wissen+von+ki+automatisierung+beginnen+sie+mehr+uber+ki+automatisierung+zu+lernen+ki+automatisierung&asid=a1_ch8819&terms=&locale=de_DE&ad_id=0","C:\Users\Administrator\_projects\tool_scrape_web_page\scraped_output\www.discovaz.com\1f91506147df","body","3","2","0",
"ok","200","Fernverwaltung von KI: Ein einfacher Wegweiser für alle - Discovaz","https://www.discovaz.com/dsr?q=allgemeines+wissen+über+die+fernverwaltung+von+ki&de=m&arq=kifernverwaltungstools&pub=google.com&rac=allgemeines+wissen+über+die+fernverwaltung+von+ki+beginnen+sie+mit+dem+lernen+über+allgemeines+wissen+über+die+fernverwaltung+von+ki+kifernverwaltungstools&asid=b15_ch1&locale=de_DE&ad_id=0","https://www.discovaz.com/dsr?q=allgemeines+wissen+%C3%BCber+die+fernverwaltung+von+ki&de=m&arq=kifernverwaltungstools&pub=google.com&rac=allgemeines+wissen+%C3%BCber+die+fernverwaltung+von+ki+beginnen+sie+mit+dem+lernen+%C3%BCber+allgemeines+wissen+%C3%BCber+die+fernverwaltung+von+ki+kifernverwaltungstools&asid=b15_ch1&locale=de_DE&ad_id=0","C:\Users\Administrator\_projects\tool_scrape_web_page\scraped_output\www.discovaz.com\16ea28c1d22b","body","3","2","0",
"ok","200","How Automation Equipment Manufacturer Product Testing Makes Your World Safer in 2026 - Discovaz","https://www.discovaz.com/dsr?q=automation%20equipment%20manufacturer%20product%20testing&arq=automation+equipment+manufacturer&pub=vps_scraper&rac=automation+equipment+manufacturer+product+testing+start+learning+about+automation+equipment+manufacturer+automation+equipment+manufacturer&asid=a1_ch8144&terms=automation+equipment+manufacturer&locale=en_US&ad_id=0","https://www.discovaz.com/dsr?q=automation%20equipment%20manufacturer%20product%20testing&arq=automation+equipment+manufacturer&pub=vps_scraper&rac=automation+equipment+manufacturer+product+testing+start+learning+about+automation+equipment+manufacturer+automation+equipment+manufacturer&asid=a1_ch8144&terms=automation+equipment+manufacturer&locale=en_US&ad_id=0","C:\Users\Administrator\_projects\tool_scrape_web_page\scraped_output\www.discovaz.com\079848433ed1","body","3","2","0",
"ok","200","Build Interior Design With Custom Software: How Designers Earn $195k More - Discovaz","https://www.discovaz.com/dsr?q=build+interior+design+with+custom+build+software&de=mobile&arq=custom+build+software&pub=vps_scraper&rac=build+interior+design+with+custom+build+software+start+learning+about+custom+build+software+custom+build+software&asid=a1_ch5758&terms=&locale=en_US&ad_id=0","https://www.discovaz.com/dsr?q=build+interior+design+with+custom+build+software&de=mobile&arq=custom+build+software&pub=vps_scraper&rac=build+interior+design+with+custom+build+software+start+learning+about+custom+build+software+custom+build+software&asid=a1_ch5758&terms=&locale=en_US&ad_id=0","C:\Users\Administrator\_projects\tool_scrape_web_page\scraped_output\www.discovaz.com\03dc761ceb22","body","3","2","0",
"ok","200","Create your design using construction software - Discovaz","https://www.discovaz.com/dsr?q=create+your+design+using+construction+software&de=mobile&arq=construction+software&pub=vps_scraper&rac=create+your+design+using+construction+software+start+learning+about+create+your+design+using+construction+software+construction+software&asid=a1_ch5544&terms=&locale=en_US&ad_id=0","https://www.discovaz.com/dsr?q=create+your+design+using+construction+software&de=mobile&arq=construction+software&pub=vps_scraper&rac=create+your+design+using+construction+software+start+learning+about+create+your+design+using+construction+software+construction+software&asid=a1_ch5544&terms=&locale=en_US&ad_id=0","C:\Users\Administrator\_projects\tool_scrape_web_page\scraped_output\www.discovaz.com\596bbc43a26a","body","3","2","0",
"ok","200","Discover More Information About iPhones on Installments and 0% Interest Plans - Discovaz","https://www.discovaz.com/dsr?q=discover%20more%20information%20about%20iphones%20on%20installments&arq=iphones+on+installments&pub=vps_scraper&rac=discover+more+information+about+iphones+on+installments+start+learning+about+iphones+on+installments+iphones+on+installments&asid=a1_ch10269&terms=&locale=en_US&ad_id=0","https://www.discovaz.com/dsr?q=discover%20more%20information%20about%20iphones%20on%20installments&arq=iphones+on+installments&pub=vps_scraper&rac=discover+more+information+about+iphones+on+installments+start+learning+about+iphones+on+installments+iphones+on+installments&asid=a1_ch10269&terms=&locale=en_US&ad_id=0","C:\Users\Administrator\_projects\tool_scrape_web_page\scraped_output\www.discovaz.com\92eb7fd994b0","body","3","2","0",
"ok","200","Make AI Automation: How Anyone Can Build Smart Agents in Minutes - Discovaz","https://www.discovaz.com/dsr?q=discover%20more%20information%20about%20make%20ai%20automation&arq=make+ai+automation&pub=vps_scraper&rac=discover+more+information+about+make+ai+automation+learn+about+make+ai+automation+make+ai+automation&asid=a1_ch6842&terms=&locale=en_US&ad_id=0","https://www.discovaz.com/dsr?q=discover%20more%20information%20about%20make%20ai%20automation&arq=make+ai+automation&pub=vps_scraper&rac=discover+more+information+about+make+ai+automation+learn+about+make+ai+automation+make+ai+automation&asid=a1_ch6842&terms=&locale=en_US&ad_id=0","C:\Users\Administrator\_projects\tool_scrape_web_page\scraped_output\www.discovaz.com\eec8bcaa1708","body","4","2","0",
"ok","200","Building Better with Custom Construction Software - Discovaz","https://www.discovaz.com/dsr?q=discover+more+about+custom+construction+software&de=mobile&arq=construction+software&pub=vps_scraper&rac=discover+more+about+custom+construction+software+start+learning+about+custom+construction+software+construction+software&asid=a1_ch5546&terms=&locale=en_US&ad_id=0","https://www.discovaz.com/dsr?q=discover+more+about+custom+construction+software&de=mobile&arq=construction+software&pub=vps_scraper&rac=discover+more+about+custom+construction+software+start+learning+about+custom+construction+software+construction+software&asid=a1_ch5546&terms=&locale=en_US&ad_id=0","C:\Users\Administrator\_projects\tool_scrape_web_page\scraped_output\www.discovaz.com\6dffe79928c5","body","3","2","0",
"ok","200","Discover How AI Agents Are Used: Simple Examples for Everyday Life - Discovaz","https://www.discovaz.com/dsr?q=discover+more+about+usage+of+ai+agents&de=mobile&arq=ai+agents&pub=vps_scraper&rac=discover+more+about+usage+of+ai+agents+ai+agents&asid=a1_ch4167&terms=ai+agents&locale=en_US&ad_id=0","https://www.discovaz.com/dsr?q=discover+more+about+usage+of+ai+agents&de=mobile&arq=ai+agents&pub=vps_scraper&rac=discover+more+about+usage+of+ai+agents+ai+agents&asid=a1_ch4167&terms=ai+agents&locale=en_US&ad_id=0","C:\Users\Administrator\_projects\tool_scrape_web_page\scraped_output\www.discovaz.com\7e2a6c5432cc","body","3","2","0",
"ok","200","Discovaz access denied","https://www.discovaz.com/dsr?q=discover+more+about+usage+of+ai+agents&de=mobile&arq=ai+agents&pub=vps_scraper&rac=discover+more+about+usage+of+ai+agents+read+more+about+ai+agents+ai+agents&asid=a1_ch5706&terms=&locale=en_US&ad_id=0","https://www.discovaz.com/dsr?q=discover+more+about+usage+of+ai+agents&de=mobile&arq=ai+agents&pub=vps_scraper&rac=discover+more+about+usage+of+ai+agents+read+more+about+ai+agents+ai+agents&asid=a1_ch5706&terms=&locale=en_US&ad_id=0","C:\Users\Administrator\_projects\tool_scrape_web_page\scraped_output\www.discovaz.com\8f75f1473543","document-fallback","0","1","0",
"ok","200","Discovaz access denied","https://www.discovaz.com/dsr?q=discover+more+information+about+application+security&de=mobile&arq=application+security&pub=vps_scraper&rac=discover+more+information+about+application+security+start+learning+about+application+security+application+security&asid=a1_ch3240&terms=&locale=en_US&ad_id=0","https://www.discovaz.com/dsr?q=discover+more+information+about+application+security&de=mobile&arq=application+security&pub=vps_scraper&rac=discover+more+information+about+application+security+start+learning+about+application+security+application+security&asid=a1_ch3240&terms=&locale=en_US&ad_id=0","C:\Users\Administrator\_projects\tool_scrape_web_page\scraped_output\www.discovaz.com\8f7d87c06dd7","document-fallback","0","1","0",
"ok","200","Discovaz access denied","https://www.discovaz.com/dsr?q=discover+more+information+about+food+tester+marketing+mba&de=mobile&arq=food+tester+marketing+mba&pub=vps_scraper&rac=discover+more+information+about+food+tester+marketing+mba+start+learning+about+food+tester+marketing+mba+food+tester+marketing+mba&asid=a1_ch5695&terms=&locale=en_US&ad_id=0","https://www.discovaz.com/dsr?q=discover+more+information+about+food+tester+marketing+mba&de=mobile&arq=food+tester+marketing+mba&pub=vps_scraper&rac=discover+more+information+about+food+tester+marketing+mba+start+learning+about+food+tester+marketing+mba+food+tester+marketing+mba&asid=a1_ch5695&terms=&locale=en_US&ad_id=0","C:\Users\Administrator\_projects\tool_scrape_web_page\scraped_output\www.discovaz.com\8df16e68b525","document-fallback","0","1","0",
"ok","200","Discovaz access denied","https://www.discovaz.com/dsr?q=discover+more+information+about+labeling+and+packaging&de=mobile&arq=labeling+and+packaging&pub=vps_scraper&rac=discover+more+information+about+labeling+and+packaging+start+learning+about+labeling+and+packaging+labeling+and+packaging&asid=a1_ch4146&terms=&locale=en_US&ad_id=0","https://www.discovaz.com/dsr?q=discover+more+information+about+labeling+and+packaging&de=mobile&arq=labeling+and+packaging&pub=vps_scraper&rac=discover+more+information+about+labeling+and+packaging+start+learning+about+labeling+and+packaging+labeling+and+packaging&asid=a1_ch4146&terms=&locale=en_US&ad_id=0","C:\Users\Administrator\_projects\tool_scrape_web_page\scraped_output\www.discovaz.com\b2afc282b0ee","document-fallback","0","1","0",
"ok","200","Discovaz access denied","https://www.discovaz.com/dsr?q=electronic%20test%20equipment%20opportunities&arq=electronic+test+equipment&pub=vps_scraper&rac=electronic+test+equipment+opportunities+start+learning+about+electronic+test+equipment+electronic+test+equipment&asid=a1_ch8153&terms=electronic+test+equipment&locale=en_US&ad_id=0","https://www.discovaz.com/dsr?q=electronic%20test%20equipment%20opportunities&arq=electronic+test+equipment&pub=vps_scraper&rac=electronic+test+equipment+opportunities+start+learning+about+electronic+test+equipment+electronic+test+equipment&asid=a1_ch8153&terms=electronic+test+equipment&locale=en_US&ad_id=0","C:\Users\Administrator\_projects\tool_scrape_web_page\scraped_output\www.discovaz.com\c3b49e5a9037","document-fallback","0","1","0",
"ok","200","Discovaz access denied","https://www.discovaz.com/dsr?q=entdecken%20sie%20weitere%20informationen%20uber%20bau%20software&arq=bau+software&pub=vps_scraper&rac=entdecken+sie+weitere+informationen+uber+bau+software+entdecken+sie+weitere+informationen+uber+bau+software+bau+software&asid=a1_ch7074&terms=&locale=de_DE&ad_id=0","https://www.discovaz.com/dsr?q=entdecken%20sie%20weitere%20informationen%20uber%20bau%20software&arq=bau+software&pub=vps_scraper&rac=entdecken+sie+weitere+informationen+uber+bau+software+entdecken+sie+weitere+informationen+uber+bau+software+bau+software&asid=a1_ch7074&terms=&locale=de_DE&ad_id=0","C:\Users\Administrator\_projects\tool_scrape_web_page\scraped_output\www.discovaz.com\143bb85c4cce","document-fallback","0","1","0",
"ok","200","Discovaz access denied","https://www.discovaz.com/dsr?q=entdecken%20sie%20weitere%20informationen%20uber%20unbewaffnete%20sicherheitskrafte&arq=unbewaffnetes+sicherheitspersonal&pub=vps_scraper&rac=entdecken+sie+weitere+informationen+uber+unbewaffnete+sicherheitskrafte+beginnen+sie+mehr+uber+unbewaffnetes+sicherheitspersonal+zu+lernen+unbewaffnetes+sicherheitspersonal&asid=a1_ch10621&terms=&locale=de_DE&ad_id=0","https://www.discovaz.com/dsr?q=entdecken%20sie%20weitere%20informationen%20uber%20unbewaffnete%20sicherheitskrafte&arq=unbewaffnetes+sicherheitspersonal&pub=vps_scraper&rac=entdecken+sie+weitere+informationen+uber+unbewaffnete+sicherheitskrafte+beginnen+sie+mehr+uber+unbewaffnetes+sicherheitspersonal+zu+lernen+unbewaffnetes+sicherheitspersonal&asid=a1_ch10621&terms=&locale=de_DE&ad_id=0","C:\Users\Administrator\_projects\tool_scrape_web_page\scraped_output\www.discovaz.com\dff662a11538","document-fallback","0","1","0",
"ok","200","Discovaz access denied","https://www.discovaz.com/dsr?q=entdecken+sie+weitere+informationen+zur+anwendungssicherheit&de=mobile&arq=anwendungssicherheit&pub=vps_scraper&rac=entdecken+sie+weitere+informationen+zur+anwendungssicherheit+beginnen+sie+mehr+ber+anwendungssicherheit+zu+lernen+anwendungssicherheit&asid=a1_ch3725&terms=anwendungssicherheit+in+meiner+nhe&locale=de_DE&ad_id=0","https://www.discovaz.com/dsr?q=entdecken+sie+weitere+informationen+zur+anwendungssicherheit&de=mobile&arq=anwendungssicherheit&pub=vps_scraper&rac=entdecken+sie+weitere+informationen+zur+anwendungssicherheit+beginnen+sie+mehr+ber+anwendungssicherheit+zu+lernen+anwendungssicherheit&asid=a1_ch3725&terms=anwendungssicherheit+in+meiner+nhe&locale=de_DE&ad_id=0","C:\Users\Administrator\_projects\tool_scrape_web_page\scraped_output\www.discovaz.com\fdbfb2120d8a","document-fallback","0","1","0",
"ok","200","Discovaz access denied","https://www.discovaz.com/dsr?q=erfahre%20mehr%20uber%20bausoftware&arq=bausoftware&pub=vps_scraper&rac=erfahre+mehr+uber+bausoftware+erfahre+mehr+uber+bausoftware+bausoftware&asid=a1_ch8541&terms=&locale=de_DE&ad_id=0","https://www.discovaz.com/dsr?q=erfahre%20mehr%20uber%20bausoftware&arq=bausoftware&pub=vps_scraper&rac=erfahre+mehr+uber+bausoftware+erfahre+mehr+uber+bausoftware+bausoftware&asid=a1_ch8541&terms=&locale=de_DE&ad_id=0","C:\Users\Administrator\_projects\tool_scrape_web_page\scraped_output\www.discovaz.com\43935e031309","document-fallback","0","1","0",
"ok","200","Discovaz access denied","https://www.discovaz.com/dsr?q=erfahre%20mehr%20uber%20e%20mail%20marketing%20fur%20neukunden&arq=e+mail+marketing+fur+neukunden&pub=vps_scraper&rac=erfahre+mehr+uber+e+mail+marketing+fur+neukunden+beginnen+sie+etwas+uber+e+mail+marketing+fur+neukunden+zu+lernen+e+mail+marketing+fur+neukunden&asid=a1_ch7917&terms=e+mail+marketing+fur+neukunden&locale=de_DE&ad_id=0","https://www.discovaz.com/dsr?q=erfahre%20mehr%20uber%20e%20mail%20marketing%20fur%20neukunden&arq=e+mail+marketing+fur+neukunden&pub=vps_scraper&rac=erfahre+mehr+uber+e+mail+marketing+fur+neukunden+beginnen+sie+etwas+uber+e+mail+marketing+fur+neukunden+zu+lernen+e+mail+marketing+fur+neukunden&asid=a1_ch7917&terms=e+mail+marketing+fur+neukunden&locale=de_DE&ad_id=0","C:\Users\Administrator\_projects\tool_scrape_web_page\scraped_output\www.discovaz.com\0e66a8886362","document-fallback","0","1","0",
"ok","200","Discovaz access denied","https://www.discovaz.com/dsr?q=erfahren%20sie%20mehr%20uber%20benutzerdefinierte%20bau%20software&arq=mabgeschneiderte+bau+software&pub=vps_scraper&rac=erfahren+sie+mehr+uber+benutzerdefinierte+bau+software+beginnen+sie+mit+infos+uber+mageschneiderte+bau+software+mabgeschneiderte+bau+software&asid=a1_ch7274&terms=mabgeschneiderte+bau+software&locale=de_DE&ad_id=0","https://www.discovaz.com/dsr?q=erfahren%20sie%20mehr%20uber%20benutzerdefinierte%20bau%20software&arq=mabgeschneiderte+bau+software&pub=vps_scraper&rac=erfahren+sie+mehr+uber+benutzerdefinierte+bau+software+beginnen+sie+mit+infos+uber+mageschneiderte+bau+software+mabgeschneiderte+bau+software&asid=a1_ch7274&terms=mabgeschneiderte+bau+software&locale=de_DE&ad_id=0","C:\Users\Administrator\_projects\tool_scrape_web_page\scraped_output\www.discovaz.com\ad3c9220df16","document-fallback","0","1","0",
"ok","200","Erfahren Sie mehr über E-Mail Marketing für Neukunden: Ihr Weg zum 40-fachen Erfolg - Discovaz","https://www.discovaz.com/dsr?q=erfahren%20sie%20mehr%20uber%20e%20mail%20marketing%20fur%20neukunden&arq=e+mail+marketing+fur+neukunden&pub=vps_scraper&rac=erfahren+sie+mehr+uber+e+mail+marketing+fur+neukunden+beginnen+sie+mehr+uber+e+mail+marketing+fur+neukunden+zu+lernen+e+mail+marketing+fur+neukunden&asid=a1_ch8268&terms=e+mail+marketing+fur+neukunden&locale=de_DE&ad_id=0","https://www.discovaz.com/dsr?q=erfahren%20sie%20mehr%20uber%20e%20mail%20marketing%20fur%20neukunden&arq=e+mail+marketing+fur+neukunden&pub=vps_scraper&rac=erfahren+sie+mehr+uber+e+mail+marketing+fur+neukunden+beginnen+sie+mehr+uber+e+mail+marketing+fur+neukunden+zu+lernen+e+mail+marketing+fur+neukunden&asid=a1_ch8268&terms=e+mail+marketing+fur+neukunden&locale=de_DE&ad_id=0","C:\Users\Administrator\_projects\tool_scrape_web_page\scraped_output\www.discovaz.com\873f5f4e0ed7","body","3","2","0",
