日期,站点,Location,AD Content,LP Title,LP URL,视频链接,频道,播放量,点赞量,发布时间,平台,格式
2026/7/13,discovaz.com,US,Learn more here. learn about unarmed security guards,Discovaz access denied,https://www.discovaz.com/dsr?q=learn+more+about+unarmed+security+guards&de=mobile&arq=unarmed+security+guards&pub={placement}&rac=learn+more+about+unarmed+security+guards+start+learning+about+unarmed+security+guards+unarmed+security+guards&asid=a1_ch6107&terms=&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=LmtNN8aV4lg,Video ad upload channel,411106,4005,2026-05-22T13:06:18Z,google,video
2026/7/13,discovaz.com,US,Learn more. Read more info on AI Agents,Discovaz access denied,https://www.discovaz.com/dsr?q=use+cases+of+ai+virtual+agents&de=mobile&arq=ai+virtual+agents&pub={placement}&rac=use+cases+of+ai+virtual+agents+ai+virtual+agents&asid=a1_ch6080&terms=ai+virtual+agents&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=9yWEQNiEVYo,Video ad upload channel,28524,0,2026-05-22T09:58:35Z,google,video
2026/7/13,discovaz.com,US,Learn more here. learn about Create your design using Construction Software,Discovaz access denied,https://www.discovaz.com/dsr?q=how+create+design+using+construction+software&de=mobile&arq=create+your+design+using+construction+software&pub={placement}&rac=how+create+design+using+construction+software+start+learning+about+create+your+design+using+construction+software+create+your+design+using+construction+software&asid=a1_ch5634&terms=create+your+design+using+construction+software&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=ilKhGN6NoQE,Video ad upload channel,34152,23,2026-05-15T12:37:03Z,google,video
2026/7/13,discovaz.com,US,Learn more here. learn about email marketing for new customers,Discovaz access denied,https://www.discovaz.com/dsr?q=read%20more%20about%20email%20marketing%20for%20new%20customers&arq=email+marketing+for+new+customers&pub={placement}&rac=read+more+about+email+marketing+for+new+customers+start+learning+about+email+marketing+for+new+customers+email+marketing+for+new+customers&asid=a1_ch10287&terms=email+marketing+for+new+customers&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=cOFZ4M_bXQg,Video ad upload channel,1436,16,2026-07-10T11:52:34Z,google,video
2026/7/13,discovaz.com,US,Learn more. Read more info on AI Automated Agents,Discovaz access denied,https://www.discovaz.com/dsr?q=use+cases+of+ai+automated+agents&de=mobile&arq=ai+automated+agents&pub={placement}&rac=use+cases+of+ai+automated+agents+read+more+info+on+ai+automated+agents+ai+automated+agents&asid=a1_ch5726&terms=&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=cyCVV4xrRsM,Video ad upload channel,2211971,5095,2026-05-18T12:38:22Z,google,video
2026/7/13,discovaz.com,US,Learn more. Read more info on Medical software 2026,Discovaz access denied,https://www.discovaz.com/dsr?q=exploring%20medical%20software%202026&arq=medical+software+2026&pub={placement}&rac=exploring+medical+software+2026+medical+software+2026&asid=a1_ch7273&terms=medical+software+2026&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=n07f4aaeqVo,Video ad upload channel,78659,166,2026-06-09T08:50:29Z,google,video
2026/7/13,discovaz.com,US,Learn more here. learn about Custom build software,Discovaz access denied,https://www.discovaz.com/dsr?q=learn%20broadly%20on%20custom%20build%20software&arq=custom+build+software&pub={placement}&rac=learn+broadly+on+custom+build+software+build+your+custom+football+boots+in+seconds+with+custom+build+software+designing+a+unique+pair+of+boots+could+be+effortless+your+friends+might+envy+you+interested+learn+how+on+the+website+start+learning+about+custom+build+software+custom+build+software&asid=a1_ch7090&terms=&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=PN5_TMrCgEk,Video ad upload channel,1753,0,2026-06-05T10:59:16Z,google,video
2026/7/13,discovaz.com,US,Learn more. Read more info on Medical software 2026,Discovaz access denied,https://www.discovaz.com/dsr?q=exploring%20medical%20software%202026&arq=medical+software+2026&pub={placement}&rac=exploring+medical+software+2026+medical+software+2026&asid=a1_ch7275&terms=medical+software+2026&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=19-NG-ZF15Q,Video ad upload channel,461017,1632,2026-06-09T08:56:07Z,google,video
2026/7/13,discovaz.com,US,Learn more here. learn about Skins Construction Software,Discovaz access denied,https://www.discovaz.com/dsr?q=understanding+skins+construction+software+a+comprehensive+guide+for+2026&de=mobile&arq=skins+construction+software&pub={placement}&rac=understanding+skins+construction+software+a+comprehensive+guide+for+2026+start+learning+about+skins+construction+software+skins+construction+software&asid=a1_ch6009&terms=&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=6NsFLJj2aKk,Video ad upload channel,559560,931,2026-05-21T12:47:16Z,google,video
2026/7/13,discovaz.com,US,Learn more here. Learn about Waste Management Companies,Discovaz access denied,https://www.discovaz.com/dsr?q=waste%20management%20companies&arq=waste+management+companies&pub={placement}&rac=waste+management+companies+start+learning+about+waste+management+companies+waste+management+companies&asid=a1_ch10196&terms=&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=a5Rl6ePvnqA,Video ad upload channel,1951,6,2026-07-09T12:58:29Z,google,video
2026/7/13,discovaz.com,US,Learn more. Read more info on Medical software 2026,Discovaz access denied,https://www.discovaz.com/dsr?q=exploring%20medical%20software%202026&arq=medical+software+2026&pub={placement}&rac=exploring+medical+software+2026+read+more+info+on+medical+software+2026+medical+software+2026&asid=a1_ch7301&terms=&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=brhN797wKQE,Video ad upload channel,3066,1,2026-06-09T10:52:40Z,google,video
2026/7/13,discovaz.com,US,Learn more. Read more info on AI Agents,Discovaz access denied,https://www.discovaz.com/dsr?q=use+cases+of+ai+virtual+agents&de=mobile&arq=ai+virtual+agents&pub={placement}&rac=use+cases+of+ai+virtual+agents+wanna+create+stunning+private+ai+agents+they+are+always+here+for+you+and+they+may+be+completely+customized+interested+learn+more+about+the+uses+of+ai+agents+read+more+info+on+ai+agents+ai+virtual+agents&asid=a1_ch4468&terms=&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=v_Sw0jlJgeY,Video ad upload channel,80910,0,2026-04-27T13:49:31Z,google,video
2026/7/13,discovaz.com,US,Learn More. Read relevant info about get products to promote,Discovaz access denied,https://www.discovaz.com/dsr?q=read+relevant+info+about+promote+products&de=mobile&arq=promote+products&pub={placement}&rac=read+relevant+info+about+promote+products+read+relevant+info+about+get+products+to+promote+promote+products&asid=a1_ch1782&terms=&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=3cEtzoDdgj8,Video ad upload channel,1636354,11544,2026-04-14T08:41:11Z,google,video
2026/7/13,discovaz.com,US,Aprende más. Lee información relevante sobre la promoción de productos,Discovaz access denied,https://www.discovaz.com/dsr?q=lee+informacin+relevante+sobre+la+promocin+de+productos&de=mobile&arq=promocin+de+productos&pub={placement}&rac=lee+informacin+relevante+sobre+la+promocin+de+productos+promocin+de+productos&asid=a1_ch3151&terms=&locale=es_ES&ad_id={creative},https://www.youtube.com/watch?v=O5hMVKiGLLA,Video ad upload channel,4899733,58067,2026-04-14T09:50:22Z,google,video
2026/7/13,discovaz.com,US,Learn more here. Explore more about SME Phone Packages,Discovaz access denied,https://www.discovaz.com/dsr?q=general+knowledge+of+sme+phone+packages&de=mobile&arq=sme+phone+packages&pub={placement}&rac=general+knowledge+of+sme+phone+packages+sme+phone+packages&asid=a1_ch5325&terms=sme+phone+packages&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=pjMUJh5jfrg,Video ad upload channel,1086685,3696,2026-05-12T08:54:40Z,google,video
2026/7/13,discovaz.com,US,Learn More. Read more about AI agents,Discovaz access denied,https://www.discovaz.com/dsr?q=discover+more+about+usage+of+ai+agents&de=mobile&arq=ai+agents&pub={placement}&rac=discover+more+about+usage+of+ai+agents+ai+agents&asid=a1_ch4167&terms=ai+agents&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=zG1TRFiF3k4,Video ad upload channel,303350,0,2026-04-22T14:30:02Z,google,video
2026/7/13,discovaz.com,US,Learn More. Read more info about building your own car with construction software,Discovaz access denied,https://www.discovaz.com/dsr?q=learn+how+to+build+your+dream+car+with+construction+software&de=mobile&arq=construction+software&pub={placement}&rac=learn+how+to+build+your+dream+car+with+construction+software+read+more+info+about+building+your+own+car+with+construction+software+construction+software&asid=a1_ch5614&terms=&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=SZQQSlsJVhw,Video ad upload channel,5670,0,2026-05-15T12:03:36Z,google,video
2026/7/13,discovaz.com,US,Learn more. Read more info on Medical software 2026,Discovaz access denied,https://www.discovaz.com/dsr?q=exploring%20medical%20software%202026&arq=medical+software+2026&pub={placement}&rac=exploring+medical+software+2026+medical+software+2026&asid=a1_ch7077&terms=medical+software+2026&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=9dTUp1a_VQk,Video ad upload channel,8584449,16039,2026-06-05T09:45:43Z,google,video
2026/7/13,discovaz.com,US,Learn more here. Learn about Medical Software 2026,Discovaz access denied,https://www.discovaz.com/dsr?q=read%20more%20about%20medical%20software&arq=medical+software+2026&pub={placement}&rac=read+more+about+medical+software+start+learning+about+medical+software+2026+medical+software+2026&asid=a1_ch7125&terms=medical+software+2026&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=kHPWELEij7s,Video ad upload channel,1516822,3242,2026-06-05T12:02:33Z,google,video
2026/7/13,discovaz.com,US,Learn more here. learn about SME phone packages,Discovaz access denied,"https://www.discovaz.com/dsr?q=get+insights+on+sme+phone+packages&de=mobile&arq=sme+phone+packages&pub=google&rac=get+insights+on+sme+phone+packages,start+learning+about+sme+phone+packages,sme+phone+packages&asid=a1_ch527&terms=&locale=en_US&ad_id={creative}",https://www.youtube.com/watch?v=eRpvfobG_aQ,DailyConsumer,5272829,17344,2026-02-23T10:58:53Z,google,video
2026/7/13,discovaz.com,US,Learn More. Read more info about security guard job,Discovaz access denied,https://www.discovaz.com/dsr?q=how%20to%20start%20working%20as%20a%20security%20guard&arq=security+guard+job&pub={placement}&rac=how+to+start+working+as+a+security+guard+read+more+info+about+security+guard+job+security+guard+job&asid=a1_ch6803&terms=&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=d6BWt19ko0g,Video ad upload channel,688820,4746,2026-06-02T11:37:31Z,google,video
2026/7/13,discovaz.com,IT,Learn more here. learn about AI Agent,Discovaz access denied,https://www.discovaz.com/dsr?q=use%20cases%20of%20ai%20agents&arq=ai+agent&pub={placement}&rac=use+cases+of+ai+agents+start+learning+about+ai+agent+ai+agent&asid=a1_ch10183&terms=ai+agent&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=Gnx7rOZGtRQ,Video ad upload channel,6391,7,2026-07-09T12:37:52Z,google,video
2026/7/13,discovaz.com,IT,learn more. Read more about custom build software,Discovaz access denied,https://www.discovaz.com/dsr?q=learn%20broadly%20on%20custom%20build%20software&arq=custom+build+software&pub={placement}&rac=learn+broadly+on+custom+build+software+read+more+about+custom+build+software+custom+build+software&asid=a1_ch8540&terms=&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=rjEF2ojwyDY,Video ad upload channel,539032,606,2026-06-26T06:27:47Z,google,video
2026/7/13,discovaz.com,IT JP,Learn more here. learn about start my own business,I Want to Start My Own Business: What Should I Do? - Discovaz,https://www.discovaz.com/dsr?q=i%20want%20to%20start%20my%20own%20business%20what%20should%20i%20do&arq=i+want+to+start+my+own+business&pub={placement}&rac=i+want+to+start+my+own+business+what+should+i+do+start+learning+about+start+my+own+business+i+want+to+start+my+own+business&asid=a1_ch8056&terms=&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=5SO3WVGiIeE,Video ad upload channel,99103,132,2026-06-18T13:23:52Z,google,video
2026/7/13,discovaz.com,IT,Learn more. Read more info on Hospital Pharmacy Logistics Jobs,Exploring Hospital Pharmacy Logistics Jobs in 2026 - Discovaz,https://www.discovaz.com/dsr?q=exploring%20hospital%20pharmacy%20logistics%20jobs&arq=hospital+pharmacy+logistics+jobs&pub={placement}&rac=exploring+hospital+pharmacy+logistics+jobs+hospital+pharmacy+logistics+jobs&asid=a1_ch10517&terms=hospital+pharmacy+logistics+jobs&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=nm4YdEKAImo,Video ad upload channel,2421,3,2026-07-13T09:42:31Z,google,video
2026/7/13,discovaz.com,IT,Learn more here. Learn about Start Skin Trading,Learn How to Start in Game Skin Trading in 2026 - Discovaz,https://www.discovaz.com/dsr?q=learn%20how%20to%20start%20in%20game%20skin%20trading&arq=start+skin+trading&pub={placement}&rac=learn+how+to+start+in+game+skin+trading+start+learning+about+start+skin+trading+start+skin+trading&asid=a1_ch10538&terms=start+skin+trading&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=5F_0NN0GA2Q,Video ad upload channel,66,0,2026-07-13T10:31:16Z,google,video
2026/7/13,discovaz.com,IT,Learn more here. learn about Custom build software,Learn Broadly on Custom Build Software for AI Agents in 2026 - Discovaz,https://www.discovaz.com/dsr?q=learn%20broadly%20on%20custom%20build%20software%20for%20ai%20agents&arq=custom+build+software&pub={placement}&rac=learn+broadly+on+custom+build+software+for+ai+agents+start+learning+about+custom+build+software+custom+build+software&asid=a1_ch10549&terms=&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=X8kGkHlRfTA,Video ad upload channel,2296,0,2026-07-13T10:51:02Z,google,video
2026/7/13,discovaz.com,IT,Learn more here. Learn about Custom Build Software,Learn Broadly on Custom Build Software: Your Journey to Digital Success - Discovaz,https://www.discovaz.com/dsr?q=learn%20broadly%20on%20custom%20build%20software&arq=custom+build+software&pub={placement}&rac=learn+broadly+on+custom+build+software+start+learning+about+custom+build+software+custom+build+software&asid=a1_ch10574&terms=custom+build+software&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=RF2XN9g17Cs,Video ad upload channel,886,0,2026-07-13T11:25:58Z,google,video
2026/7/13,discovaz.com,IT,Learn more here. learn about car detailing services,How to Learn Broadly on Car Detailing Services and Boost Your Vehicle's Value - Discovaz,https://www.discovaz.com/dsr?q=learn%20broadly%20on%20car%20detailing%20services%20&arq=car+detailing+services&pub={placement}&rac=learn+broadly+on+car+detailing+services+start+learning+about+car+detailing+services+car+detailing+services&asid=a1_ch10572&terms=&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=rkQ9acr9My0,Video ad upload channel,1797,11,2026-07-13T11:22:19Z,google,video
2026/7/13,discovaz.com,IT,Learn more here. Learn about Custom Build Software,Learn Broadly on Custom Build Software: Your Journey to Digital Success - Discovaz,https://www.discovaz.com/dsr?q=learn%20broadly%20on%20custom%20build%20software&arq=custom+build+software&pub={placement}&rac=learn+broadly+on+custom+build+software+start+learning+about+custom+build+software+custom+build+software&asid=a1_ch10582&terms=custom+build+software&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=dFt8szJj_fU,Video ad upload channel,708,0,2026-07-13T11:46:07Z,google,video
2026/7/13,discovaz.com,IT,Learn more here. learn about car detailing services,How to Learn Broadly on Car Detailing Services and Boost Your Vehicle's Value - Discovaz,https://www.discovaz.com/dsr?q=learn%20broadly%20on%20car%20detailing%20services%20&arq=car+detailing+services&pub={placement}&rac=learn+broadly+on+car+detailing+services+start+learning+about+car+detailing+services+car+detailing+services&asid=a1_ch10575&terms=&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=0KtjVJz26E4,Video ad upload channel,2514,11,2026-07-13T11:30:46Z,google,video
2026/7/13,discovaz.com,IT,Learn more here. Learn about Oil Rigs Work,Get Insights on Oil Rigs Work: Your High-Paying Career Path in 2026 - Discovaz,https://www.discovaz.com/dsr?q=get%20insights%20on%20oil%20rigs%20work&arq=oil+rigs+work&pub={placement}&rac=get+insights+on+oil+rigs+work+start+learning+about+oil+rigs+work+oil+rigs+work&asid=a1_ch10567&terms=oil+rigs+work&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=17yR5n5RfrI,Video ad upload channel,1831,6,2026-07-13T11:08:27Z,google,video
2026/7/13,discovaz.com,IT,Learn more here. Learn about Custom Build Software,Learn Broadly on Custom Build Software: Your Journey to Digital Success - Discovaz,https://www.discovaz.com/dsr?q=learn%20broadly%20on%20custom%20build%20software&arq=custom+build+software&pub={placement}&rac=learn+broadly+on+custom+build+software+start+learning+about+custom+build+software+custom+build+software&asid=a1_ch10580&terms=custom+build+software&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=4H4pEu3Hh2M,Video ad upload channel,273,0,2026-07-13T11:41:49Z,google,video
2026/7/13,discovaz.com,IT,Learn more here. learn about Custom build software,Learn Broadly on Custom Build Software: Your Journey to Digital Success - Discovaz,https://www.discovaz.com/dsr?q=learn%20broadly%20on%20custom%20build%20software&arq=custom+build+software&pub={placement}&rac=learn+broadly+on+custom+build+software+want+to+build+the+room+of+your+dreams+it+might+be+possible+with+custom+build+software+interested+learn+how+on+the+website+start+learning+about+custom+build+software+custom+build+software&asid=a1_ch10590&terms=&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=jrLSjYvFLxA,Video ad upload channel,2689,0,2026-07-13T12:04:01Z,google,video
2026/7/13,discovaz.com,IT,Scopri di piu qui. impara a conoscere Email marketing per nuovi clienti,Scopri di più sull'email marketing per i nuovi client nel 2026: Guida al ROI 36:1 - Discovaz,https://www.discovaz.com/dsr?q=scopri%20di%20piu%20sull%20email%20marketing%20per%20i%20nuovi%20client&arq=email+marketing+per+nuovi+client&pub={placement}&rac=scopri+di+piu+sull+email+marketing+per+i+nuovi+client+inizia+a+imparare+su+email+marketing+per+nuovi+clienti+email+marketing+per+nuovi+client&asid=a1_ch10268&terms=email+marketing+per+nuovi+client&locale=it_IT&ad_id={creative},https://www.youtube.com/watch?v=jAcpWiVs8ok,Video ad upload channel,5882,38,2026-07-10T11:07:52Z,google,video
2026/7/13,discovaz.com,GB US,Learn more. Read related info about Online Advertising,How to Get Insights on Online Advertising - Discovaz,https://www.discovaz.com/dsr?q=get+insights+on+online+advertising&de=mobile&arq=online+advertising&pub={placement}&rac=get+insights+on+online+advertising+read+related+info+about+online+advertising+online+advertising&asid=a1_ch2886&terms=&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=iJVoD_jnG1Q,Video ad upload channel,2850904,17069,2026-04-14T09:06:37Z,google,video
2026/7/13,discovaz.com,GB US,Learn more here. learn about Employee Recruitment Platforms,How to Get Powerful Insights from Employee Recruitment Platforms - Discovaz,https://www.discovaz.com/dsr?q=get+insights+on+employee+recruitment+platforms&de=mobile&arq=employee+recruitment+platforms&pub={placement}&rac=get+insights+on+employee+recruitment+platforms+start+learning+about+employee+recruitment+platforms+employee+recruitment+platforms&asid=a1_ch1592&terms=&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=h2F5mOdud70,Video ad upload channel,1999098,6224,2026-04-14T11:11:31Z,google,video
2026/7/13,discovaz.com,GB US,Learn more here. learn about Skins Construction Software,Understanding Skins Construction Software: A 2026 Flat-Rate Guide - Discovaz,https://www.discovaz.com/dsr?q=understanding+skins+construction+software+a+comprehensive+guide+for+2026&de=mobile&arq=skins+construction+software&pub={placement}&rac=understanding+skins+construction+software+a+comprehensive+guide+for+2026+start+learning+about+skins+construction+software+skins+construction+software&asid=a1_ch6006&terms=&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=CEqFTWEg52g,Video ad upload channel,291044,879,2026-05-21T12:43:25Z,google,video
2026/7/13,discovaz.com,GB US,Learn more here. learn about Email Marketing for New Customers,Email Marketing for New Customers: A Simple Inbox Welcome - Discovaz,https://www.discovaz.com/dsr?q=read%20more%20about%20email%20marketing%20for%20new%20customers&arq=email+marketing+for+new+customers&pub={placement}&rac=read+more+about+email+marketing+for+new+customers+start+learning+about+email+marketing+for+new+customers+email+marketing+for+new+customers&asid=a1_ch8856&terms=&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=USbubYfSKMg,Video ad upload channel,11138,100,2026-07-01T11:31:18Z,google,video
2026/7/13,discovaz.com,GB US,Learn more here. learn about game skin trading,How to Start Game Skin Trading: Simple Steps for Beginners - Discovaz,https://www.discovaz.com/dsr?q=how+to+start+game+skin+trading&de=mobile&arq=game+skin+trading&pub={placement}&rac=how+to+start+game+skin+trading+get+general+info+on+game+skin+trading+game+skin+trading&asid=a1_ch4162&terms=&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=uzmErEseACc,Video ad upload channel,1552405,3569,2026-04-22T13:48:37Z,google,video
2026/7/13,discovaz.com,GB US,Learn more here. learn about Energy Management Tools,Learn Broadly About Energy Management Tools - Discovaz,https://www.discovaz.com/dsr?q=learn+broadly+about+of+energy+management+tools&de=mobile&arq=energy+management+tools&pub={placement}&rac=learn+broadly+about+of+energy+management+tools+start+learning+about+energy+management+tools+energy+management+tools&asid=a1_ch5805&terms=&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=ztjGM_nH47Y,Video ad upload channel,57540238,166439,2026-05-19T12:24:30Z,google,video
2026/7/13,discovaz.com,FR IT,Learn more. Read more info on ai agent platforms,How AI Agent Platforms are Changing the Way We Work - Discovaz,https://www.discovaz.com/dsr?q=use%20cases%20of%20ai%20agent%20platforms&arq=ai+agent+platforms&pub={placement}&rac=use+cases+of+ai+agent+platforms+ai+agent+platforms&asid=a1_ch10221&terms=ai+agent+platforms&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=2kD8Lsqmvlk,Video ad upload channel,9958,26,2026-07-09T13:52:53Z,google,video
2026/7/13,discovaz.com,FR GB IT US,Learn more. Read more info on ai agent platforms,How AI Agent Platforms are Changing the Way We Work - Discovaz,https://www.discovaz.com/dsr?q=use%20cases%20of%20ai%20agent%20platforms&arq=ai+agent+platforms&pub={placement}&rac=use+cases+of+ai+agent+platforms+ai+agent+platforms&asid=a1_ch10219&terms=ai+agent+platforms&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=Fpyd27TbVVA,Video ad upload channel,20332,24,2026-07-09T13:45:46Z,google,video
2026/7/13,discovaz.com,FR IT JP,Learn more here. learn about ai virtual agents,23 Everyday Use Cases of AI Virtual Agents Already Running Errands for You - Discovaz,https://www.discovaz.com/dsr?q=use%20cases%20of%20ai%20virtual%20agents&arq=ai+virtual+agents&pub={placement}&rac=use+cases+of+ai+virtual+agents+start+learning+about+ai+virtual+agents+ai+virtual+agents&asid=a1_ch9004&terms=ai+virtual+agents&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=eJzeBhnEPi8,Video ad upload channel,88112,78,2026-07-02T13:22:17Z,google,video
2026/7/13,discovaz.com,FR IT JP US,Learn more. Read more info on custom build software,Exploring Custom Build Software for Your Growing Business - Discovaz,https://www.discovaz.com/dsr?q=exploring%20custom%20build%20software&arq=custom+build+software&pub={placement}&rac=exploring+custom+build+software+custom+build+software&asid=a1_ch8945&terms=custom+build+software&locale=en_US&ad_id={creative},https://www.youtube.com/watch?v=rC1qZsKHu2g,Video ad upload channel,744337,990,2026-07-02T09:03:49Z,google,video
